student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,world_university_rank,study_duration,stem_flag,placed_flag,scholarship_flag,stay_in_canada
S02284,5,0,37,65,1,0,2020.0,Yes,2,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.7589601012224693,4,0,0,0.6953999764204246,-0.28549519127799955,2.0,0,0,1,0
S04588,6,8,15,60,0,6,2023.0,Yes,4,2026.0,Not Placed,UK,9,-0.8785035087145754,1.6561873967010632,3,1,3,-0.14534861679509983,-0.5064980616115089,3.0,0,0,1,0
S03772,1,4,30,27,10,0,2019.0,Yes,4,2020.0,Not Placed,UK,9,-0.8785035087145754,-0.8518503896041437,3,4,2,-0.04445878560923697,-0.28549519127799955,1.0,0,0,1,0
S03736,5,7,1,73,0,3,2023.0,Yes,2,2025.0,Not Placed,UK,9,-0.8785035087145754,0.6111716524072267,3,2,3,0.7962898076062874,-0.28549519127799955,2.0,1,0,1,0
S03506,2,0,27,72,12,4,2021.0,No,1,2024.0,Placed,Canada,11,1.0821142253261447,0.6576167965980638,2,1,1,0.2918406516769728,1.611446112417955,3.0,0,1,0,1
S01217,5,6,19,37,0,1,2019.0,Yes,3,2021.0,Placed,South Africa,7,1.9663453106776752,-0.2712860872186792,2,3,3,0.02280110184800505,-0.28549519127799955,2.0,0,1,1,0
S03092,0,9,5,8,10,7,2021.0,Yes,0,2023.0,Placed,USA,5,-0.1486475804046598,-0.5267343802682832,5,1,3,1.0653293574352556,-0.8380023671117728,2.0,0,1,1,0
S03245,2,6,44,41,10,4,2020.0,Yes,4,2021.0,Placed,South Africa,2,0.6677720136879469,0.14672021049885567,0,2,1,0.9308095825207715,-0.28549519127799955,1.0,0,1,1,0
S01854,0,6,44,41,8,3,2022.0,No,1,2025.0,Placed,South Africa,6,-0.24286197564604892,-1.0144083942720734,1,2,0,-1.8941056906833906,-0.28549519127799955,3.0,1,1,0,0
S00569,1,2,3,12,3,5,2019.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.9447406779858181,0,3,0,0.5608802015059405,-0.28549519127799955,2.0,0,0,1,0
S03012,5,9,28,49,14,5,2019.0,No,2,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.31773123140951637,3,1,1,0.3927304828628357,-0.3407459088613769,2.0,0,0,0,0
S00289,7,0,31,28,14,2,2021.0,Yes,3,2022.0,Not Placed,UK,9,-0.8785035087145754,-1.2001889710354223,0,3,3,0.3591005391342148,-0.41441353230587996,1.0,1,0,1,0
S04248,2,7,12,26,13,4,2020.0,No,1,2023.0,Not Placed,UK,9,-0.8785035087145754,0.4718362198347161,1,1,1,0.5945101452345617,-0.28549519127799955,3.0,0,0,0,0
S02532,2,8,29,64,4,2,2019.0,No,1,2022.0,Placed,UK,8,0.1748717964738398,0.7737296570751574,4,3,3,0.2918406516769728,-0.41441353230587996,3.0,1,1,0,0
S03600,2,8,38,66,12,2,2022.0,Yes,1,2023.0,Placed,UK,0,0.5299405731820218,-1.339524403607934,4,3,0,0.9308095825207715,-0.8564192729728985,1.0,1,1,1,0
S03327,4,8,4,53,11,6,2020.0,No,1,2021.0,Placed,UK,5,2.0562019450675892,-0.20161837093242285,0,3,1,0.9980694699780132,0.6353501017782891,1.0,0,1,0,0
S01334,0,4,10,50,8,0,2023.0,Yes,4,2026.0,Not Placed,UK,9,-0.8785035087145754,0.9362876617430871,2,1,3,0.7626598638776666,-0.28549519127799955,3.0,0,0,1,0
S01559,9,1,22,59,4,4,2020.0,Yes,2,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.2001889710354223,2,3,1,0.2918406516769728,-0.28549519127799955,3.0,0,0,1,0
S04771,2,8,29,64,6,7,2020.0,Yes,4,2021.0,Placed,UK,12,-0.13644190634555142,0.9827328059339243,5,0,1,0.3591005391342148,-0.41441353230587996,1.0,0,1,1,0
S02391,9,5,32,4,7,1,2021.0,No,0,2023.0,Placed,Russia,1,1.9680805276683075,-0.4338440918866089,0,4,2,1.031699413706634,-0.28549519127799955,2.0,0,1,0,0
S03836,3,1,46,43,1,1,2021.0,Yes,1,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.5499569523637023,0,0,0,-1.8941056906833906,-0.28549519127799955,3.0,0,0,1,0
S04531,7,8,29,64,14,3,2023.0,No,3,2026.0,Placed,UK,10,0.46536289540564063,-1.409192119894189,0,2,2,-0.14534861679509983,-0.41441353230587996,3.0,1,1,0,0
S00597,9,5,32,11,1,4,2022.0,No,2,2025.0,Placed,Russia,12,1.1204664644941025,0.07705249421259934,2,2,2,0.3927304828628357,-0.28549519127799955,3.0,0,1,0,0
S00826,9,6,14,63,12,4,2022.0,Yes,3,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.6196246686499577,2,2,1,0.5608802015059405,-0.28549519127799955,2.0,0,0,1,0
S04919,5,8,27,17,10,5,2023.0,No,3,2025.0,Placed,UK,5,1.0616859889364254,-0.7589601012224693,0,4,1,0.6953999764204246,-0.8011685553895213,2.0,0,1,0,0
S00601,4,8,15,60,11,7,2021.0,No,4,2022.0,Placed,UK,12,0.6593917043581875,-0.5731795244591205,3,2,0,-1.8941056906833906,-0.5064980616115089,1.0,0,1,0,0
S02791,4,1,21,61,2,7,2021.0,No,3,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.9911858221766553,1,4,0,0.45999037032007767,0.966854407278553,1.0,0,0,0,0
S00381,0,4,13,51,11,5,2021.0,No,4,2024.0,Placed,Ireland,12,1.456349262430859,-0.8054052454133065,4,2,3,0.7626598638776666,-0.28549519127799955,3.0,0,1,0,0
S00346,9,7,12,58,0,7,2019.0,Yes,3,2021.0,Not Placed,UK,9,-0.8785035087145754,0.12349763840343654,2,4,3,0.6281400889631826,-0.28549519127799955,2.0,0,0,1,0
S00319,6,3,11,6,8,2,2022.0,No,4,2025.0,Not Placed,UK,9,-0.8785035087145754,-1.130521254749167,5,4,0,0.5608802015059405,-0.28549519127799955,3.0,1,0,0,0
S03791,8,7,12,26,8,3,2023.0,Yes,0,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.10872808255074845,2,2,0,0.7290299201490454,-0.28549519127799955,1.0,1,0,1,0
S00916,4,5,32,30,9,1,2021.0,No,2,2022.0,Placed,Russia,3,0.43136841708915785,0.19316535468969287,1,2,0,1.0653293574352556,-0.28549519127799955,1.0,0,1,0,0
S01261,2,6,14,63,7,6,2019.0,No,2,2020.0,Placed,South Africa,6,1.8459646319525431,0.8666199454568319,4,1,1,0.19095082049110992,-0.28549519127799955,1.0,0,1,0,0
S00715,6,9,5,25,12,3,2022.0,Yes,3,2023.0,Not Placed,UK,9,-0.8785035087145754,1.354293959460622,0,0,1,0.2918406516769728,-0.8932530846951501,1.0,1,0,1,0
S01883,1,6,23,62,12,7,2019.0,Yes,0,2022.0,Placed,South Africa,9,1.2795345947603824,1.7490776850827376,3,1,1,0.02280110184800505,-0.28549519127799955,3.0,0,1,1,0
S01252,4,7,1,73,1,7,2021.0,Yes,4,2023.0,Placed,UAE,12,0.6058168797724081,-0.7821826733178874,4,1,1,-0.07808872933785782,-0.28549519127799955,2.0,0,1,1,0
S02959,8,3,8,16,6,4,2021.0,Yes,4,2024.0,Placed,India,3,1.3635348718069118,0.10027506630801845,3,0,3,0.25821070794835194,-0.28549519127799955,3.0,0,1,1,0
S00376,5,8,29,64,13,2,2021.0,Yes,4,2022.0,Not Placed,UK,9,-0.8785035087145754,1.5400745362239707,3,4,1,-0.14534861679509983,-0.41441353230587996,1.0,1,0,1,0
S01462,7,5,32,4,8,4,2022.0,Yes,0,2023.0,Placed,Russia,0,-0.1826420587211426,-0.9911858221766553,3,0,3,0.5272502577773197,-0.28549519127799955,1.0,0,1,1,0
S01064,2,9,5,8,2,5,2019.0,Yes,1,2022.0,Placed,USA,6,0.31376802922401664,-1.130521254749167,4,4,1,0.19095082049110992,-0.8380023671117728,3.0,0,1,1,0
S04596,2,6,40,67,11,2,2022.0,No,1,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.5267343802682832,2,4,0,0.1573208767624888,-0.28549519127799955,2.0,1,0,0,0
S01808,7,2,34,44,14,4,2021.0,Yes,0,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.4324146919896081,3,0,3,0.6617700326918035,-0.08290922680561606,2.0,0,0,1,0
S00877,3,5,41,38,9,6,2020.0,Yes,0,2022.0,Not Placed,UK,9,-0.8785035087145754,1.6794099687964823,2,0,0,-1.8941056906833906,-0.28549519127799955,2.0,0,0,1,0
S00214,1,4,13,51,7,6,2019.0,Yes,2,2021.0,Placed,Ireland,4,-0.279262095699545,0.23961049888053007,5,0,0,-1.8941056906833906,-0.28549519127799955,2.0,0,1,1,0
S00260,6,5,32,4,0,0,2021.0,Yes,0,2023.0,Not Placed,UK,9,-0.8785035087145754,1.4704068199377145,3,3,1,0.49362031404869855,-0.28549519127799955,2.0,0,0,1,0
S02031,5,9,35,5,12,6,2023.0,No,3,2026.0,Not Placed,UK,9,-0.8785035087145754,-1.5485275524667008,4,2,2,1.0989593011638763,-0.580165685056012,3.0,0,0,0,0
S04425,2,7,12,10,4,5,2022.0,Yes,0,2024.0,Not Placed,UK,9,-0.8785035087145754,1.4007391036514591,1,2,2,0.02280110184800505,-0.28549519127799955,2.0,0,0,1,0
S02328,9,4,13,51,1,3,2021.0,Yes,3,2024.0,Placed,Ireland,2,1.839457568237671,-0.3409538035049345,3,4,1,0.8971796387921507,-0.28549519127799955,3.0,1,1,1,0
S04835,9,2,0,36,4,1,2023.0,Yes,2,2024.0,Placed,Germany,7,0.5145799591399453,-1.0608535384629105,0,2,2,0.7290299201490454,1.040522030723056,1.0,0,1,1,0
S00220,3,1,21,61,2,6,2023.0,No,2,2024.0,Not Placed,UK,9,-0.8785035087145754,0.7969522291705755,5,0,0,1.031699413706634,0.966854407278553,1.0,0,0,0,0
S00562,5,7,12,26,12,4,2021.0,Yes,1,2023.0,Placed,UAE,11,1.8330096596474799,-0.8054052454133065,2,4,1,-0.11171867306647898,-0.28549519127799955,2.0,0,1,1,0
S04821,6,0,48,69,4,0,2020.0,Yes,1,2021.0,Not Placed,UK,9,-0.8785035087145754,1.4704068199377145,5,1,3,0.19095082049110992,-0.5249149674726347,1.0,0,0,1,0
S02862,0,9,35,32,12,2,2020.0,No,0,2021.0,Placed,USA,6,0.9536884496444438,-0.31773123140951637,5,3,0,-1.8941056906833906,-0.1197430385278676,1.0,1,1,0,0
S02707,1,5,32,4,8,7,2022.0,No,2,2024.0,Not Placed,UK,9,-0.8785035087145754,0.8433973733614127,5,3,0,0.056431045576625906,-0.28549519127799955,2.0,0,0,0,0
S00822,8,4,13,51,7,4,2023.0,No,3,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.17839579883700477,0,1,0,-0.07808872933785782,-0.28549519127799955,1.0,0,0,0,0
S03228,3,0,50,54,13,6,2020.0,Yes,0,2022.0,Not Placed,UK,9,-0.8785035087145754,-1.641417840848375,5,0,2,0.25821070794835194,-0.28549519127799955,2.0,0,0,1,0
S01388,7,8,27,48,8,2,2020.0,Yes,3,2022.0,Placed,UK,4,0.3543287263800521,-0.7821826733178874,5,1,3,-0.07808872933785782,-0.7459178378061438,2.0,1,1,1,0
S02061,9,5,24,19,10,2,2022.0,Yes,2,2023.0,Not Placed,UK,9,-0.8785035087145754,0.28605564307136727,5,1,3,0.25821070794835194,-0.28549519127799955,1.0,1,0,1,0
S01835,2,1,26,23,12,4,2022.0,Yes,3,2023.0,Not Placed,UK,9,-0.8785035087145754,1.3078488152697847,2,0,0,-0.178978560523721,-0.28549519127799955,1.0,0,0,1,0
S03950,3,6,44,41,12,4,2023.0,No,4,2025.0,Not Placed,UK,9,-0.8785035087145754,0.8433973733614127,1,4,2,0.9980694699780132,-0.28549519127799955,2.0,0,0,0,0
S00339,9,1,46,43,0,6,2020.0,No,1,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.9447406779858181,4,1,0,-0.010828841880616107,-0.28549519127799955,1.0,0,0,0,0
S02365,9,4,13,46,7,0,2019.0,No,1,2021.0,Placed,Ireland,8,0.8731586065791794,1.6561873967010632,0,4,0,0.6281400889631826,1.279941806917691,2.0,0,1,0,0
S02548,4,3,39,3,3,7,2022.0,Yes,0,2024.0,Not Placed,UK,9,-0.8785035087145754,0.5879490803118086,0,4,2,-0.04445878560923697,-0.28549519127799955,2.0,0,0,1,0
S01131,9,6,23,71,6,6,2020.0,No,4,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.48028923607744606,3,3,0,-1.8941056906833906,-0.28549519127799955,1.0,0,0,0,0
S00320,0,9,28,49,6,2,2021.0,No,4,2023.0,Not Placed,UK,9,-0.8785035087145754,-0.898295533794981,2,0,3,-0.04445878560923697,-0.3407459088613769,2.0,1,0,0,0
S01627,1,0,25,35,11,3,2019.0,Yes,4,2021.0,Placed,Canada,3,0.3686837033025576,1.0291779501247615,4,0,3,0.49362031404869855,3.6188888512806643,2.0,1,1,1,1
S01486,5,2,3,42,4,4,2023.0,No,1,2026.0,Not Placed,UK,9,-0.8785035087145754,-0.7125149570316321,2,2,0,-1.8941056906833906,-0.28549519127799955,3.0,0,0,0,0
S02383,9,7,1,20,5,7,2020.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,1.4704068199377145,3,4,1,0.19095082049110992,-0.28549519127799955,1.0,0,0,1,0
S03800,3,7,1,73,10,7,2023.0,No,0,2026.0,Placed,UAE,12,0.2548298066671912,0.05382992211718125,0,4,0,0.19095082049110992,-0.28549519127799955,3.0,0,1,0,0
S04082,2,0,31,28,11,3,2022.0,Yes,1,2025.0,Placed,Canada,7,1.9349536578471411,-1.641417840848375,0,0,0,-0.010828841880616107,-0.41441353230587996,3.0,1,1,1,1
S02958,0,3,39,3,7,2,2023.0,No,1,2026.0,Not Placed,UK,9,-0.8785035087145754,-1.362746975703352,1,2,3,-0.21260850425234185,-0.28549519127799955,3.0,1,0,0,0
S01431,5,6,7,56,12,3,2020.0,No,4,2022.0,Placed,South Africa,4,2.039914567405516,0.8433973733614127,2,3,0,-1.8941056906833906,3.195300016474772,2.0,1,1,0,0
S00068,3,0,37,65,2,7,2019.0,No,2,2020.0,Placed,Canada,3,1.6308765986136833,-0.01583779416907404,4,2,3,0.25821070794835194,-0.28549519127799955,1.0,0,1,0,1
S03876,6,5,32,4,11,5,2020.0,Yes,0,2022.0,Not Placed,UK,9,-0.8785035087145754,-1.3163018315125148,4,3,3,0.9980694699780132,-0.28549519127799955,2.0,0,0,1,0
S04518,9,3,11,18,14,4,2023.0,No,4,2025.0,Not Placed,UK,9,-0.8785035087145754,-1.4324146919896081,2,3,1,0.3591005391342148,-0.28549519127799955,2.0,0,0,0,0
S04520,8,6,19,37,1,2,2022.0,No,2,2024.0,Placed,South Africa,9,0.44457972826783737,0.7505070849797383,2,1,3,0.5945101452345617,-0.28549519127799955,2.0,1,1,0,0
S00907,8,1,21,61,14,0,2020.0,Yes,0,2022.0,Placed,Finland,9,0.07103483428439757,1.5400745362239707,2,4,0,0.32547059540559364,0.966854407278553,2.0,0,1,1,0
S00985,1,9,28,49,13,0,2021.0,No,3,2024.0,Placed,USA,11,1.827468796302392,-1.6878629850392124,2,4,2,-0.178978560523721,-0.3407459088613769,3.0,0,1,0,0
S00031,5,8,27,21,14,3,2020.0,No,3,2023.0,Placed,UK,5,0.7337102593319831,1.2846262431743656,1,4,0,0.42636042659145684,-0.35916281472250267,3.0,1,1,0,0
S02725,9,1,49,70,12,0,2022.0,Yes,1,2023.0,Placed,Finland,8,0.7330398345856024,-1.5253049803712826,3,1,0,1.031699413706634,-0.28549519127799955,1.0,0,1,1,0
S03989,2,7,12,29,13,1,2020.0,No,1,2021.0,Placed,UAE,0,0.1403449220352311,0.3789459314530417,2,2,2,0.5945101452345617,-0.28549519127799955,1.0,0,1,0,0
S03156,1,5,24,19,1,2,2019.0,Yes,4,2020.0,Not Placed,UK,9,-0.8785035087145754,-0.48028923607744606,5,4,0,-1.8941056906833906,-0.28549519127799955,1.0,1,0,1,0
S00510,4,8,27,17,12,5,2022.0,Yes,3,2024.0,Placed,UK,10,1.8689365387035306,-1.1769663989400032,5,4,3,0.32547059540559364,-0.8011685553895213,2.0,0,1,1,0
S03329,1,9,5,25,6,1,2023.0,Yes,2,2024.0,Placed,USA,3,-0.011999242392347847,-0.457066663982028,3,4,0,0.32547059540559364,-0.8932530846951501,1.0,0,1,1,0
S00963,2,4,13,45,8,2,2020.0,No,3,2023.0,Placed,Ireland,7,0.6480339204195018,0.05382992211718125,0,4,0,0.9644395262493923,-0.28549519127799955,3.0,1,1,0,0
S01752,6,1,49,0,5,4,2019.0,No,0,2022.0,Placed,Finland,10,1.4477126142274832,1.3078488152697847,3,4,0,0.8299197513349084,-0.28549519127799955,3.0,0,1,0,0
S04285,5,4,13,46,14,2,2022.0,No,4,2025.0,Placed,Ireland,11,1.06931700002023,0.19316535468969287,4,4,1,0.7290299201490454,1.279941806917691,3.0,1,1,0,0
S02994,6,1,17,1,12,0,2019.0,No,0,2021.0,Not Placed,UK,9,-0.8785035087145754,-1.0144083942720734,3,4,0,0.9980694699780132,0.8747698779729242,2.0,0,0,0,0
S03742,9,0,50,54,2,7,2023.0,No,1,2026.0,Placed,Canada,5,1.605735670624405,1.4936293920331336,0,2,1,0.25821070794835194,-0.28549519127799955,3.0,0,1,0,1
S00444,4,7,12,10,4,2,2019.0,Yes,1,2021.0,Not Placed,UK,9,-0.8785035087145754,1.1917359547926911,4,1,2,1.0989593011638763,-0.28549519127799955,2.0,1,0,1,0
S00037,7,8,38,66,4,6,2021.0,Yes,0,2023.0,Placed,UK,0,0.24337343085403776,-0.06228293835991124,1,2,0,-1.8941056906833906,-0.8564192729728985,2.0,0,1,1,0
S02977,4,6,14,63,6,4,2023.0,No,2,2025.0,Not Placed,UK,9,-0.8785035087145754,1.354293959460622,2,2,1,0.7962898076062874,-0.28549519127799955,2.0,0,0,0,0
S00125,1,4,10,50,8,3,2022.0,Yes,4,2024.0,Placed,Ireland,12,1.9859848120716523,-0.8518503896041437,1,4,3,0.5272502577773197,-0.28549519127799955,2.0,1,1,1,0
S01853,8,3,47,31,2,1,2023.0,Yes,4,2026.0,Not Placed,UK,9,-0.8785035087145754,-0.15517322674158565,5,3,1,0.8971796387921507,-0.28549519127799955,3.0,0,0,1,0
S02800,4,9,5,8,0,6,2019.0,Yes,2,2020.0,Placed,USA,12,0.22312265983836035,0.007384777926344049,1,1,1,1.0989593011638763,-0.8380023671117728,1.0,0,1,1,0
S03090,6,1,26,23,9,2,2020.0,Yes,0,2023.0,Placed,Finland,8,0.017045923825853525,-0.039060366264493156,2,3,0,0.8635496950635292,-0.28549519127799955,3.0,1,1,1,0
S00677,5,2,3,12,1,5,2019.0,No,4,2020.0,Not Placed,UK,9,-0.8785035087145754,0.4950587919301342,4,2,1,0.6617700326918035,-0.28549519127799955,1.0,0,0,0,0
S02205,6,1,21,61,5,7,2020.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,-1.4324146919896081,3,4,0,-1.8941056906833906,0.966854407278553,1.0,0,0,1,0
S03597,1,6,14,63,0,1,2021.0,Yes,1,2024.0,Placed,South Africa,12,0.5848168105107757,-0.5035118081728652,3,0,0,-1.8941056906833906,-0.28549519127799955,3.0,0,1,1,0
S03177,0,1,21,61,10,3,2021.0,No,3,2023.0,Placed,Finland,8,1.4915268432409547,0.704061940788901,3,2,2,0.9308095825207715,0.966854407278553,2.0,1,1,0,0
S03257,3,4,18,33,11,5,2019.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.8286278175087246,2,2,0,-1.8941056906833906,-0.28549519127799955,2.0,0,0,1,0
S00271,5,8,29,64,0,0,2020.0,Yes,1,2022.0,Placed,UK,1,1.6445019956651274,-0.9911858221766553,4,2,0,-1.8941056906833906,-0.41441353230587996,2.0,0,1,1,0
S01794,8,4,13,51,5,3,2021.0,Yes,4,2022.0,Not Placed,UK,9,-0.8785035087145754,0.6111716524072267,4,1,3,0.42636042659145684,-0.28549519127799955,1.0,1,0,1,0
S02450,4,7,1,73,12,2,2021.0,No,4,2024.0,Not Placed,UK,9,-0.8785035087145754,0.16994278259427376,3,4,0,-0.04445878560923697,-0.28549519127799955,3.0,1,0,0,0
S00300,2,0,37,65,13,0,2020.0,No,0,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.3163018315125148,3,2,1,1.0653293574352556,-0.28549519127799955,3.0,0,0,0,0
S01362,6,0,31,28,7,7,2022.0,No,1,2024.0,Placed,Canada,10,1.9344804168496958,-1.0144083942720734,3,1,1,0.8635496950635292,-0.41441353230587996,2.0,0,1,0,1
S04031,7,3,39,3,0,5,2022.0,No,2,2024.0,Not Placed,UK,9,-0.8785035087145754,1.4471842478422963,5,1,1,1.0989593011638763,-0.28549519127799955,2.0,0,0,0,0
S01349,1,7,12,26,8,1,2019.0,No,1,2022.0,Not Placed,UK,9,-0.8785035087145754,-1.57175012456212,2,3,2,0.02280110184800505,-0.28549519127799955,3.0,0,0,0,0
S04268,5,7,1,20,14,4,2022.0,Yes,1,2025.0,Not Placed,UK,9,-0.8785035087145754,-0.9911858221766553,1,4,2,0.056431045576625906,-0.28549519127799955,3.0,0,0,1,0
S02218,7,2,45,68,14,6,2023.0,Yes,2,2026.0,Not Placed,UK,9,-0.8785035087145754,0.4950587919301342,5,2,0,-1.8941056906833906,4.8344046381149655,3.0,0,0,1,0
S01613,1,3,11,6,1,5,2023.0,No,0,2026.0,Not Placed,UK,9,-0.8785035087145754,-0.6428472407453758,0,1,2,0.7290299201490454,-0.28549519127799955,3.0,0,0,0,0
S04634,6,9,5,8,12,3,2019.0,Yes,3,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.15517322674158565,5,4,3,-0.04445878560923697,-0.8380023671117728,3.0,1,0,1,0
S02774,3,0,31,28,10,3,2023.0,Yes,3,2026.0,Placed,Canada,5,0.5889182324886344,-1.4556372640850264,5,4,2,-0.14534861679509983,-0.41441353230587996,3.0,1,1,1,1
S04417,2,7,12,10,3,0,2020.0,Yes,2,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.898295533794981,3,0,1,0.5608802015059405,-0.28549519127799955,1.0,0,0,1,0
S04426,6,1,26,23,9,1,2019.0,No,1,2020.0,Placed,Finland,7,2.02072858863409,0.16994278259427376,4,0,1,0.09006098930524706,-0.28549519127799955,1.0,0,1,0,0
S03501,0,2,3,12,9,3,2019.0,Yes,1,2020.0,Placed,Germany,12,0.47869251683368147,-0.15517322674158565,3,3,2,0.7962898076062874,-0.28549519127799955,1.0,1,1,1,0
S01902,0,1,17,1,14,0,2020.0,No,4,2022.0,Not Placed,UK,9,-0.8785035087145754,-1.0840761105583296,5,4,3,-0.21260850425234185,0.8747698779729242,2.0,0,0,0,0
S04701,0,3,8,16,11,2,2020.0,Yes,3,2023.0,Placed,India,0,0.4839967596800468,-0.8054052454133065,0,4,3,0.8635496950635292,-0.28549519127799955,3.0,1,1,1,0
S00600,8,4,18,33,11,4,2020.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,0.5647265082163905,5,0,3,0.6953999764204246,-0.28549519127799955,1.0,0,0,1,0
S02273,3,7,1,73,8,5,2023.0,No,4,2026.0,Placed,UAE,4,0.8748543868200248,-1.0608535384629105,0,2,2,-0.010828841880616107,-0.28549519127799955,3.0,0,1,0,0
S02104,5,2,20,9,12,5,2021.0,No,1,2023.0,Not Placed,UK,9,-0.8785035087145754,1.0756230943155987,2,0,0,-1.8941056906833906,-0.28549519127799955,2.0,0,0,0,0
S01150,5,6,7,56,6,7,2023.0,No,0,2024.0,Placed,South Africa,2,0.12125753513827325,-0.689292384936213,3,1,1,0.25821070794835194,3.195300016474772,1.0,0,1,0,0
S04043,3,6,19,37,14,1,2022.0,No,3,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.618195268752957,4,3,2,-0.14534861679509983,-0.28549519127799955,1.0,0,0,0,0
S03542,4,9,35,5,7,6,2022.0,Yes,1,2025.0,Placed,USA,3,1.5280649919187057,-0.01583779416907404,4,0,3,0.5272502577773197,-0.580165685056012,3.0,0,1,1,0
S01983,8,4,13,45,5,5,2023.0,No,1,2024.0,Not Placed,UK,9,-0.8785035087145754,-1.2001889710354223,4,4,3,-0.178978560523721,-0.28549519127799955,1.0,0,0,0,0
S01010,6,8,38,66,14,4,2022.0,No,2,2023.0,Placed,UK,11,1.4136786991612134,0.21638792678511096,2,0,0,0.2245807642197308,-0.8564192729728985,1.0,0,1,0,0
S02836,4,0,37,65,11,2,2023.0,Yes,1,2026.0,Not Placed,UK,9,-0.8785035087145754,1.7490776850827376,0,1,0,-1.8941056906833906,-0.28549519127799955,3.0,1,0,1,0
S00324,7,3,11,15,12,5,2020.0,No,3,2023.0,Placed,India,9,1.6638457214357014,-0.5499569523637023,3,2,0,-0.178978560523721,2.348122346862986,3.0,0,1,0,0
S03605,8,3,8,16,3,4,2023.0,Yes,4,2024.0,Placed,India,5,0.9464912428082974,-0.17839579883700477,1,2,0,-1.8941056906833906,-0.28549519127799955,1.0,0,1,1,0
S04670,1,2,3,12,14,7,2022.0,No,4,2023.0,Placed,Germany,1,0.9120235234943694,1.4471842478422963,4,3,0,-1.8941056906833906,-0.28549519127799955,1.0,0,1,0,0
S03317,2,4,18,33,4,6,2023.0,Yes,0,2026.0,Placed,Ireland,4,0.4708248852511544,-0.06228293835991124,0,2,1,0.2918406516769728,-0.28549519127799955,3.0,0,1,1,0
S04888,2,4,18,33,6,0,2020.0,Yes,3,2022.0,Placed,Ireland,11,0.2977567088104528,0.6808393686934829,0,2,1,0.3927304828628357,-0.28549519127799955,2.0,0,1,1,0
S01383,3,4,18,33,4,5,2023.0,No,2,2024.0,Placed,Ireland,10,1.0828635235720998,-0.898295533794981,3,0,1,-0.178978560523721,-0.28549519127799955,1.0,0,1,0,0
S01403,3,2,3,12,3,4,2020.0,Yes,1,2021.0,Placed,Germany,3,1.975455199878496,0.6343942245026458,2,2,0,0.2245807642197308,-0.28549519127799955,1.0,0,1,1,0
S01032,7,9,42,40,11,4,2022.0,Yes,0,2025.0,Placed,USA,10,-0.2249379728678106,1.586519680414808,5,4,1,-0.04445878560923697,-0.819585461250647,3.0,0,1,1,0
S04024,9,8,38,66,6,5,2021.0,No,1,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.01583779416907404,5,2,1,0.25821070794835194,-0.8564192729728985,3.0,0,0,0,0
S01963,4,7,12,26,5,4,2023.0,Yes,3,2026.0,Placed,UAE,1,0.018583957067550543,-1.4324146919896081,4,4,0,-1.8941056906833906,-0.28549519127799955,3.0,0,1,1,0
S00689,5,7,43,2,10,1,2022.0,No,1,2025.0,Not Placed,UK,9,-0.8785035087145754,1.7490776850827376,4,1,1,0.32547059540559364,-0.28549519127799955,3.0,0,0,0,0
S02227,2,8,27,21,1,6,2021.0,Yes,3,2024.0,Placed,UK,10,0.8903924662361434,1.0059553780293433,1,1,0,-1.8941056906833906,-0.35916281472250267,3.0,0,1,1,0
S01022,7,2,3,42,7,6,2019.0,No,1,2020.0,Not Placed,UK,9,-0.8785035087145754,-0.20161837093242285,2,4,0,0.09006098930524706,-0.28549519127799955,1.0,0,0,0,0
S04463,9,6,19,37,6,2,2023.0,Yes,3,2025.0,Not Placed,UK,9,-0.8785035087145754,1.354293959460622,5,3,0,-0.11171867306647898,-0.28549519127799955,2.0,1,0,1,0
